Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Number_of_Layers,Film_Thickness_nm
3535.7,95.8,32.97,36.56,12.99,50.5,331.9,35.4,1,38.39
4165.9,119.2,12.53,37.24,5.36,13.7,536.8,82.2,5,23.28
4561.5,95.4,27.57,48.5,9.82,58.3,509.3,66.5,9,110.84
4044.2,105.2,21.49,44.18,9.77,63.6,150.8,26.8,3,102.16
1333.3,103.2,29.44,32.08,12.75,90.2,369.5,38.4,7,345.94
3029.8,93.0,27.72,24.0,11.36,55.1,269.1,67.4,4,151.88
958.5,100.2,32.25,53.09,12.77,24.2,188.8,90.6,2,200.86
3438.1,113.5,23.46,39.34,9.75,26.2,530.8,53.8,2,25.82
4799.1,67.5,22.46,46.9,7.29,24.4,153.6,35.6,1,24.46
2807.3,83.8,17.86,54.42,6.51,94.5,478.6,42.5,2,17.71
2448.4,71.5,16.73,20.71,6.31,81.4,594.7,20.5,2,15.64
661.3,105.1,18.55,54.38,6.86,84.2,366.9,12.8,9,265.47
4819.0,63.1,10.66,50.07,2.81,85.6,317.1,117.0,9,36.03
963.5,102.0,18.67,57.87,6.94,18.6,422.6,20.6,4,86.86
684.9,99.9,11.41,29.34,6.45,73.2,512.1,23.7,8,127.85
1607.3,116.2,8.68,32.9,1.48,73.4,258.1,105.8,3,11.35
794.9,44.9,13.52,46.46,4.85,30.2,262.8,83.0,7,159.69
2548.0,91.0,30.57,57.03,11.53,54.2,423.2,58.0,3,77.26
2822.4,95.7,21.69,59.71,9.09,69.6,572.9,81.4,7,76.24
1906.6,113.6,24.78,36.67,12.29,90.8,284.3,112.8,4,184.6
729.3,110.7,14.94,41.57,8.6,19.9,319.5,20.9,9,318.69
1002.2,77.4,28.97,26.82,12.96,90.3,597.0,36.8,9,285.14
2230.3,77.9,31.49,47.76,12.14,93.0,229.3,104.6,4,252.19
772.4,36.7,11.36,53.49,2.38,93.1,184.6,95.9,1,14.77
3641.9,117.5,36.67,51.95,14.68,10.4,415.4,119.4,4,116.41
1431.6,45.5,1.62,33.83,1.21,29.9,160.9,44.5,3,6.16
1859.3,92.5,21.17,58.53,9.36,72.2,231.2,113.9,5,206.21
2273.6,99.6,33.9,24.81,12.1,39.0,430.0,47.8,6,186.3
2374.7,64.1,11.05,39.76,5.65,15.5,446.8,88.7,10,75.16
507.5,41.1,29.88,42.18,9.38,78.7,379.7,107.1,1,59.04
1004.3,38.9,21.59,41.46,6.07,12.6,322.7,28.8,6,163.95
4382.4,105.6,12.66,50.32,1.85,50.1,409.3,32.6,2,4.73
505.5,71.1,5.71,44.38,1.12,95.3,439.5,73.9,6,14.45
2786.8,29.0,6.33,23.09,2.33,49.6,511.6,102.8,7,13.43
2702.8,91.7,8.54,27.19,2.38,92.1,506.7,18.7,9,21.99
1998.9,45.0,26.7,41.29,9.55,46.8,449.2,103.6,6,116.95
2441.0,107.6,19.28,47.78,8.36,41.2,552.4,47.7,2,21.55
4012.6,51.0,15.66,40.57,7.38,19.7,527.1,54.7,10,71.79
4285.4,40.0,25.73,34.22,10.69,42.2,210.0,47.4,5,186.63
1671.6,28.5,2.52,22.05,1.24,40.3,580.5,110.3,5,3.0
1951.2,71.2,16.75,51.44,4.79,86.2,551.3,24.4,7,52.16
1591.2,65.1,27.48,39.89,11.88,92.8,294.4,73.2,3,141.22
2659.4,95.1,33.89,41.55,13.74,12.0,159.1,26.3,10,773.73
3574.7,66.5,21.36,38.76,7.14,18.8,421.8,112.1,1,11.67
1527.1,54.4,10.76,30.61,2.14,67.9,347.3,97.8,2,9.66
1988.3,46.2,30.64,31.05,12.18,53.6,487.3,35.7,10,305.66
4686.7,47.8,33.96,22.54,13.39,36.7,386.1,42.8,5,145.21
718.6,112.8,14.57,48.3,6.79,33.4,184.4,52.0,9,382.21
2573.5,36.5,15.21,30.87,4.41,30.2,260.1,54.6,10,121.87
3702.0,118.8,9.51,31.94,1.62,57.3,547.1,99.9,10,12.83
1177.0,52.7,17.72,59.74,9.28,11.6,167.0,72.1,8,501.7
713.2,28.8,38.89,35.43,13.74,76.5,481.5,57.1,7,417.77
1121.9,44.9,24.03,40.43,10.49,37.0,281.4,89.1,7,333.01
4634.7,25.8,16.3,35.46,5.44,48.4,353.7,60.4,7,64.27
541.7,99.0,25.23,31.61,10.0,57.4,389.0,24.1,3,152.54
1347.4,71.3,30.91,20.23,12.65,29.0,262.5,21.8,9,631.18
640.8,53.7,19.0,54.2,7.66,89.5,443.4,45.9,2,51.6
997.8,86.2,27.72,38.93,12.48,71.4,462.0,76.3,5,197.95
3290.7,83.1,18.49,48.8,6.49,88.3,188.3,24.8,4,81.08
1587.4,114.0,14.66,58.35,5.88,52.8,318.3,70.5,8,133.24
3061.5,116.1,19.14,20.11,9.16,48.9,485.0,39.7,3,40.77
3155.9,88.1,16.16,47.0,7.51,31.3,474.7,86.5,3,26.66
4322.5,101.8,31.89,24.75,14.68,59.0,395.1,13.1,9,308.86
521.3,99.2,19.35,38.32,8.23,63.4,500.0,61.6,5,125.46
4340.2,69.1,18.16,53.87,6.39,47.8,198.4,15.7,8,126.1
3286.0,90.4,14.88,22.86,6.53,23.1,203.2,46.4,9,176.19
1232.3,27.8,24.87,59.58,8.67,34.6,445.9,11.7,9,258.57
3978.2,95.8,15.37,43.23,5.97,11.3,462.0,61.6,4,27.46
4349.7,116.2,26.71,35.8,11.12,38.7,516.5,94.4,2,25.29
1644.2,28.5,16.61,20.78,6.33,62.3,231.5,21.0,10,227.17
4634.6,103.6,20.85,43.47,6.38,96.0,382.5,90.9,4,39.22
2545.1,113.3,20.05,39.8,9.64,26.0,447.4,74.3,8,135.72
3215.4,42.6,11.23,28.61,1.85,15.0,250.7,65.5,8,32.8
4930.9,72.5,28.28,39.62,10.17,36.7,382.6,75.9,5,95.24
2126.9,112.8,20.5,20.51,8.07,24.1,437.3,46.9,2,33.29
4159.2,116.0,22.44,59.98,7.34,72.6,246.5,88.1,5,108.02
1932.8,32.8,26.49,33.28,11.07,10.5,319.0,95.8,2,76.24
4096.5,54.9,29.57,39.21,11.62,98.3,247.4,95.6,4,146.11
3203.3,89.8,29.93,51.39,12.85,87.0,556.3,39.6,4,74.92
1473.6,42.2,19.27,48.51,6.25,54.2,256.6,81.9,6,158.6
2363.1,52.5,12.71,55.54,5.58,92.9,204.4,26.3,2,34.15
1929.4,22.3,27.15,57.65,11.0,66.5,165.8,64.5,9,566.53
851.5,35.4,25.07,27.57,9.15,99.4,170.2,10.3,1,68.45
634.3,76.2,27.79,35.62,9.85,35.0,236.2,31.3,10,734.66
2059.2,85.3,19.72,47.47,8.78,99.7,423.7,79.5,4,70.84
585.7,84.9,31.44,21.8,11.82,26.2,157.9,106.2,5,759.41
1244.7,97.8,7.47,48.68,3.66,41.8,279.0,15.4,9,77.87
3763.3,61.5,15.74,20.2,8.78,94.2,176.2,71.4,7,203.2
3686.4,47.3,7.15,56.56,3.21,43.3,331.6,80.0,1,3.78
3823.6,21.6,19.92,48.73,6.7,28.9,171.9,112.6,7,156.16
1927.2,40.7,25.64,42.62,10.3,15.4,423.4,82.1,6,139.01
4505.1,51.2,18.57,37.16,7.9,23.4,459.8,21.3,10,104.63
3172.2,37.8,16.69,59.52,6.31,42.0,479.1,26.1,6,54.79
1067.1,22.0,32.86,49.46,13.39,47.9,251.0,79.9,10,945.54
1146.7,35.7,31.05,52.29,11.82,58.8,540.8,33.7,6,197.83
3618.9,86.6,16.41,53.02,8.37,83.2,460.6,112.1,2,21.67
1278.2,83.0,34.58,20.87,14.3,11.2,175.5,111.3,6,668.93
2782.8,113.6,18.34,22.19,6.94,85.7,348.3,114.4,10,146.58
4963.0,99.8,25.58,27.93,12.03,62.0,495.5,42.2,1,15.75
518.0,76.8,5.57,46.21,3.35,78.1,289.9,88.9,4,49.36
574.6,33.8,12.41,44.96,5.0,78.1,321.7,82.9,1,20.72
4968.9,76.4,15.21,33.01,5.73,91.3,433.3,13.9,9,67.84
3130.9,26.2,7.74,58.92,2.48,18.4,175.0,39.2,6,31.28
1071.1,63.1,18.79,23.72,8.03,61.4,585.1,32.7,8,124.83
4537.9,59.0,8.7,51.07,3.69,91.8,228.5,50.8,10,64.3
4461.7,62.8,23.54,39.24,9.88,74.7,162.0,114.8,9,331.46
2912.9,48.0,11.32,36.75,3.66,18.7,152.4,103.0,5,61.12
3298.1,88.6,12.01,21.02,2.73,65.3,329.8,42.3,10,45.31
1729.3,104.1,28.84,49.11,14.57,82.0,547.9,68.3,5,136.54
727.3,96.9,27.36,50.86,10.22,34.7,518.9,31.1,10,339.52
3175.6,82.8,34.12,32.76,14.11,66.9,560.4,40.5,10,225.84
1826.4,73.8,21.65,40.68,7.86,85.6,390.2,17.2,3,67.77
3486.3,23.1,8.93,44.26,1.47,57.1,351.9,80.7,8,16.04
4263.1,92.3,20.53,34.71,9.04,27.5,323.6,82.3,7,124.36
581.7,74.5,25.11,44.62,8.82,59.5,170.9,102.2,8,693.08
3180.7,47.1,1.02,37.37,1.21,62.9,559.3,105.9,2,3.0
1540.8,52.8,32.41,55.12,13.06,46.3,373.3,27.6,6,310.17
4432.5,113.6,23.54,48.74,9.68,71.2,354.8,91.7,2,39.13
1641.5,82.4,28.42,24.42,11.43,49.0,381.8,24.8,9,336.23
3248.5,67.6,17.24,51.98,7.91,89.0,507.4,51.1,9,89.68
2990.9,82.1,25.52,33.5,9.66,81.2,251.0,66.7,6,214.25
2282.7,61.4,17.35,57.42,4.6,82.4,469.5,15.4,2,15.97
3549.3,67.0,32.74,44.13,14.63,57.3,469.8,27.2,7,193.25
3766.0,49.0,17.77,21.1,6.61,27.7,532.3,39.8,5,34.22
3051.2,64.0,12.09,49.37,3.27,75.2,153.9,24.0,8,78.04
3912.9,88.6,5.21,25.23,1.78,16.2,226.7,112.8,1,3.0
4925.4,24.0,28.87,55.09,9.91,56.6,362.0,41.7,5,104.03
2386.7,99.5,34.68,57.93,14.77,14.8,532.7,65.1,4,107.31
2815.6,48.3,32.8,47.81,13.54,57.6,584.3,119.6,10,152.15
556.1,88.3,23.93,41.31,10.83,71.7,417.7,72.3,3,140.53
4082.1,84.3,36.58,44.08,14.87,47.7,245.5,55.3,10,537.32
2841.0,85.3,27.58,37.15,11.12,47.5,233.1,112.3,10,438.88
2335.8,80.8,17.13,23.34,5.75,21.1,437.7,34.5,6,62.12
923.3,115.9,21.75,57.15,9.42,37.2,244.5,29.7,2,107.72
4503.5,70.8,4.82,33.17,2.12,50.0,398.9,68.9,3,4.65
2277.5,93.2,12.83,32.51,4.1,87.7,525.7,57.0,1,4.78
3571.6,90.5,21.94,27.65,6.85,90.8,325.4,97.7,8,125.15
1172.2,43.6,12.69,59.7,3.83,95.8,320.3,14.6,8,89.23
4827.0,48.3,40.54,57.7,14.35,19.0,166.3,77.9,4,289.92
1303.0,62.4,38.02,33.98,14.94,36.7,264.3,88.2,8,721.22
1397.9,47.8,17.8,30.4,6.19,51.7,464.2,116.9,6,67.7
4365.4,56.7,29.18,52.21,10.93,67.8,312.2,26.0,9,262.92
4606.6,59.1,21.89,36.9,6.71,73.3,221.2,37.1,1,17.78
1454.7,80.4,12.5,58.71,2.95,80.7,197.6,112.6,2,26.21
2614.1,42.0,11.89,56.05,5.72,54.6,192.8,79.4,9,154.58
3800.7,100.4,14.22,50.38,4.27,60.1,446.6,14.2,4,23.26
4452.6,63.8,15.66,23.6,5.59,96.5,425.7,18.5,10,74.16
2205.7,90.6,10.64,48.09,4.01,31.6,383.3,96.4,9,63.4
2826.6,28.1,2.6,59.49,2.57,82.3,375.1,72.4,1,3.0
3837.7,67.0,6.68,34.93,4.04,74.1,218.9,72.2,5,34.28
3790.1,22.8,32.37,55.26,13.68,22.6,375.3,106.8,8,253.52
4023.3,87.6,2.65,36.33,2.19,93.4,177.0,36.5,2,5.1
3064.7,54.4,13.73,58.85,5.55,87.0,566.6,27.6,9,46.8
970.8,114.9,23.46,46.14,8.4,80.2,176.1,77.5,1,61.75
4567.9,52.4,13.97,23.86,5.96,21.4,340.6,107.1,2,21.04
4395.1,76.4,21.22,39.16,8.25,22.6,150.3,39.2,6,158.18
4091.4,45.7,2.49,21.99,1.61,71.5,503.8,84.9,3,3.0
949.4,82.0,26.08,35.8,10.08,19.7,224.8,26.8,7,448.34
1419.8,66.7,23.97,56.62,8.89,20.2,566.2,28.9,4,77.68
3846.2,57.1,21.96,29.29,10.53,46.0,169.8,109.2,3,113.7
604.1,40.4,20.31,58.02,8.94,10.5,519.4,23.0,9,262.98
4906.5,31.2,14.6,24.0,7.13,74.9,445.5,12.7,2,17.57
2197.2,32.0,17.1,46.59,5.9,58.6,262.4,95.2,5,94.14
3736.9,119.9,12.08,58.63,4.17,17.0,241.1,49.9,2,17.49
4494.1,61.2,20.25,46.17,8.0,58.9,311.0,53.6,2,32.86
2275.8,20.2,4.75,55.96,1.36,14.9,522.8,98.0,3,3.0
1936.1,115.3,15.84,59.64,5.6,16.4,537.9,29.8,3,24.51
3239.3,22.0,27.16,45.67,10.49,53.7,228.9,81.5,5,204.98
3114.5,61.9,6.31,51.29,2.52,55.0,309.1,44.5,5,17.78
2341.1,91.7,4.42,21.28,1.88,40.5,256.9,21.5,2,5.85
3208.0,111.5,25.12,37.09,10.13,66.0,205.2,85.6,1,40.38
4709.2,91.3,16.54,31.53,6.57,44.9,440.9,45.1,1,8.35
2604.4,66.4,36.3,52.97,12.23,62.8,305.6,105.3,7,338.66
1385.3,117.4,33.33,47.1,14.12,41.5,251.4,111.1,10,820.19
2197.4,23.9,35.99,44.58,14.4,74.3,539.7,103.4,1,27.06
2273.5,118.7,19.4,57.26,6.96,62.1,486.7,45.5,1,10.74
1090.0,104.9,17.01,23.55,4.7,24.4,498.2,36.0,8,73.86
1232.9,112.9,21.46,58.15,9.52,71.8,167.6,108.2,8,557.01
3580.5,45.5,28.55,24.03,9.79,80.6,561.8,59.8,8,95.13
2027.6,34.2,23.9,33.88,9.71,15.9,408.6,87.9,2,47.25
4797.0,86.3,22.17,45.21,5.5,64.9,376.7,101.0,9,77.87
1596.2,71.6,7.44,33.66,1.89,81.1,154.8,40.5,7,42.39
945.2,72.3,7.38,47.3,3.94,20.3,553.9,23.1,2,11.02
3890.8,112.5,8.68,51.02,3.16,91.1,394.8,78.7,2,7.16
4464.7,82.0,12.3,53.14,2.73,47.3,521.3,74.9,7,15.0
1751.5,51.1,34.37,27.17,13.97,76.4,445.0,39.7,8,313.66
1409.4,60.0,4.57,27.28,1.19,90.9,508.5,74.3,8,8.37
1335.9,33.3,25.84,22.09,9.43,99.1,461.8,96.9,6,153.39
2849.1,39.2,33.77,39.63,14.26,62.6,564.4,48.5,6,137.7
2607.9,34.3,15.26,25.5,6.04,73.4,251.5,36.7,7,115.15
1667.5,101.0,18.44,32.74,8.38,32.7,240.9,89.8,2,71.51
703.3,90.5,31.89,53.62,10.74,36.1,470.6,96.4,4,161.64
2666.7,73.0,10.85,57.95,5.44,86.6,375.6,115.0,1,8.43
4817.0,57.4,20.19,52.88,7.69,45.8,419.6,26.2,9,99.98
3436.3,86.8,32.05,20.03,12.44,84.0,468.8,107.8,7,155.7
2729.8,101.3,28.26,42.72,11.43,14.6,396.3,94.2,8,204.93
998.1,108.1,26.57,26.67,12.32,29.6,504.5,87.2,5,165.16
1636.0,74.7,33.1,35.03,14.82,25.3,293.5,44.4,10,764.45
1826.5,102.0,17.79,37.12,6.18,57.4,536.5,12.4,10,112.91
3941.6,71.1,26.02,57.72,11.46,17.2,198.5,65.8,7,292.73
4445.2,67.5,17.49,45.35,9.44,40.9,435.3,41.4,9,110.95
4557.4,106.5,26.93,30.71,10.33,98.8,550.6,41.9,7,85.77
4930.6,58.6,25.51,45.71,11.36,81.5,263.7,112.0,8,218.77
4920.7,59.6,30.34,58.07,11.5,78.5,297.1,26.8,3,92.18
4788.5,50.5,32.22,22.37,13.4,22.2,287.4,112.8,10,386.64
823.2,71.9,14.8,52.64,5.89,42.8,403.9,65.4,2,34.58
1120.1,74.5,25.5,28.68,10.15,71.3,335.8,102.2,7,304.4
1870.1,86.0,9.91,26.12,4.92,11.9,198.6,41.2,7,106.06
2988.0,63.1,20.97,55.95,9.32,49.1,551.1,79.7,1,10.97
936.4,41.8,27.71,20.07,11.52,93.6,242.1,71.2,8,616.98
4306.1,106.7,26.34,49.64,12.07,17.4,390.3,111.7,1,22.43
3275.4,54.6,19.97,23.49,6.88,91.6,417.7,29.7,6,68.39
2940.6,112.3,19.76,44.72,8.12,27.5,168.3,32.5,9,274.44
1243.9,40.7,10.7,44.84,5.67,27.0,193.1,114.4,2,51.8
1639.6,76.0,8.07,54.51,3.37,27.6,587.3,20.8,4,14.32
1221.4,73.7,12.99,52.9,4.65,93.8,449.0,79.8,6,48.34
4333.7,102.9,32.33,47.41,13.77,64.3,165.1,16.7,10,525.54
3129.0,33.9,15.45,35.22,5.33,77.6,507.4,18.5,4,31.29
3808.1,111.0,37.41,26.66,14.65,43.0,378.8,75.7,2,74.19
1832.1,73.1,19.28,45.43,4.38,88.6,183.8,70.7,2,41.26
2170.6,78.6,31.03,39.88,11.12,62.4,456.3,73.0,2,50.35
2321.8,71.0,17.87,23.12,9.03,64.0,374.7,62.1,9,183.7
3920.1,23.6,25.66,58.22,10.76,77.7,242.2,91.7,8,248.19
3975.6,69.7,24.24,32.58,10.02,79.6,545.0,119.1,5,51.54
1430.7,46.4,28.78,20.09,10.89,71.4,281.1,40.3,9,473.78
4736.9,54.3,30.66,56.07,13.68,20.7,278.1,45.6,10,402.59
1042.9,84.9,20.85,43.08,8.89,88.0,272.7,45.5,9,381.25
4532.5,69.8,2.75,49.32,1.95,33.5,495.4,94.0,1,3.0
951.8,29.3,11.21,26.11,4.79,99.7,467.8,48.3,1,9.41
1690.4,27.3,25.41,36.18,10.92,44.7,556.4,84.4,8,120.3
4309.2,38.6,19.27,45.8,7.92,20.8,253.2,59.0,4,81.55
1307.7,39.1,18.4,30.04,8.68,38.4,503.9,76.9,2,34.24
2361.1,80.8,26.46,48.06,9.35,61.6,407.9,101.2,7,159.03
2524.4,37.8,18.04,29.34,6.36,45.2,288.9,66.5,4,73.59
1603.7,108.2,24.87,28.37,11.83,84.6,166.0,62.3,10,742.31
3696.1,41.0,27.68,20.46,11.13,71.4,518.5,39.4,6,94.61
4331.0,29.1,22.6,31.28,11.0,29.2,258.5,66.7,3,86.4
4435.6,107.6,31.36,29.87,11.01,58.5,434.3,38.9,10,190.43
2026.9,49.5,37.81,50.57,13.47,80.9,397.0,102.8,7,289.81
2888.8,62.5,23.3,42.79,9.34,90.2,152.0,52.8,3,118.2
1617.8,115.9,32.88,27.11,14.54,45.5,597.5,24.2,2,57.81
1601.6,114.4,6.15,42.73,2.67,93.2,516.4,36.4,6,16.58
1225.6,91.5,23.29,29.02,9.85,13.2,368.9,68.8,8,244.51
4730.1,26.9,27.06,37.02,11.04,70.9,456.2,110.8,9,126.57
4495.9,79.3,23.78,55.53,7.68,80.4,364.5,43.1,2,28.37
3998.1,118.9,16.45,48.77,5.03,48.3,485.1,39.1,5,29.22
2829.5,114.7,24.92,46.04,8.7,11.0,210.4,54.7,10,342.67
2707.7,30.6,16.56,31.26,6.11,71.8,350.9,116.5,7,79.27
2883.9,59.6,30.11,24.98,13.73,40.8,301.0,103.0,1,48.33
2914.6,51.6,13.48,50.12,6.0,23.7,356.8,26.5,10,100.25
2455.5,33.0,10.14,42.72,3.46,24.1,352.7,77.5,7,39.94
1092.9,89.5,19.26,44.91,9.07,79.2,214.4,97.1,5,242.94
1065.5,47.4,17.96,59.0,6.54,26.9,589.4,94.5,8,86.93
4785.1,54.5,9.8,33.93,2.34,53.6,157.0,63.8,7,39.03
2669.1,29.0,24.12,52.03,8.91,97.3,154.5,90.5,3,131.13
4789.4,69.8,23.13,42.36,8.53,78.3,318.0,74.2,8,138.69
1236.1,35.8,4.28,29.41,3.42,59.2,429.2,32.2,3,13.16
2994.9,63.2,27.54,22.12,9.37,57.5,230.8,16.2,3,93.23
1434.7,34.3,17.87,44.64,8.94,25.1,389.9,50.6,6,145.25
1639.3,115.4,28.75,31.9,11.83,50.2,475.2,16.8,1,30.71
635.2,34.5,17.8,47.82,6.06,23.0,192.3,53.5,7,329.47
1035.3,72.2,13.39,48.03,4.48,17.5,593.0,101.2,6,36.96
4625.8,39.7,31.1,38.22,14.32,19.8,301.5,102.9,8,290.79
1946.9,27.6,19.08,41.46,8.86,64.6,439.1,13.7,2,34.7
3236.6,40.2,6.04,45.06,1.38,27.4,199.8,17.6,6,14.3
2592.6,25.5,32.26,38.74,12.49,23.4,469.3,83.7,5,116.75
2302.0,33.9,7.31,55.09,3.75,88.0,528.2,65.0,2,6.45
2893.5,69.3,30.79,23.04,12.0,21.0,197.4,26.4,5,257.4
1342.6,85.2,22.46,59.19,10.87,73.5,206.6,98.6,10,604.18
4948.7,28.7,37.37,21.34,14.56,47.5,276.5,33.8,9,358.34
4182.4,64.1,32.74,28.32,14.52,62.1,155.4,18.6,2,125.92
3837.3,78.1,13.38,48.33,4.84,12.1,593.7,92.4,9,29.82
2609.4,43.4,28.72,23.4,11.73,10.0,419.3,76.9,6,176.69
1187.9,57.2,17.98,30.49,5.44,83.6,423.4,53.4,1,14.34
4643.0,27.2,25.29,26.16,9.81,52.8,581.5,86.2,10,91.56
2036.2,42.0,21.75,48.94,9.37,16.4,524.4,110.3,6,86.27
725.5,66.7,7.14,43.16,1.76,40.9,516.4,13.8,10,33.53
2040.8,119.0,10.89,22.58,1.07,55.6,302.8,79.0,1,3.0
4075.1,119.6,8.38,38.41,1.81,22.2,300.7,34.0,2,5.41
3302.2,118.0,8.24,28.34,2.79,59.2,281.3,62.2,10,43.07
3878.8,62.3,10.1,58.71,4.61,57.6,306.0,56.6,3,22.91
4071.4,28.1,31.65,24.32,13.7,64.3,316.3,52.9,6,223.49
1453.8,52.4,23.04,43.92,8.26,82.9,213.0,30.9,7,296.45
4657.0,43.8,27.3,39.27,12.16,47.2,310.2,98.3,10,312.87
2471.0,21.4,31.3,43.12,12.74,90.0,351.0,51.7,4,167.83
3375.6,29.5,32.28,58.26,11.29,52.7,289.2,107.6,8,307.51
510.4,65.3,17.35,33.65,6.48,51.1,224.4,49.0,8,376.12
4970.2,54.0,28.88,49.95,13.09,69.0,318.0,102.4,8,226.34
1764.0,38.0,34.73,37.9,11.39,65.6,366.4,69.9,6,254.37
779.3,91.6,33.52,46.43,11.4,11.0,474.3,52.4,1,46.23
2562.2,55.7,34.83,34.63,13.62,98.4,470.1,87.4,3,77.02
1080.6,105.2,27.4,29.08,9.38,94.8,241.2,96.5,6,371.03
1185.5,44.1,20.52,23.34,8.4,35.3,166.5,63.1,5,271.87
3345.3,73.8,35.14,24.07,13.46,60.3,286.7,56.8,2,83.3
2268.2,38.4,17.66,58.38,7.36,79.3,220.7,73.5,7,194.49
4648.3,69.5,26.37,51.54,12.36,92.8,328.1,74.4,5,141.43
1936.2,35.2,13.81,29.8,1.75,62.7,590.7,56.8,8,14.88
3767.8,36.2,1.0,41.17,1.02,11.7,231.5,93.3,6,3.82
2574.9,81.2,22.2,48.57,8.4,71.3,293.5,54.0,4,109.75
3469.8,46.4,7.53,34.1,2.03,18.4,476.3,59.8,2,3.29
3198.6,37.2,37.29,37.6,14.67,70.4,379.1,76.6,2,82.07
2627.5,113.0,4.21,48.74,1.08,62.9,169.8,118.6,6,12.07
4775.3,24.3,27.19,29.1,11.05,67.7,222.8,38.7,4,136.43
2042.2,76.5,12.55,41.05,4.41,27.0,570.9,35.5,8,41.39
1297.6,74.8,36.89,28.4,14.55,54.4,196.4,29.5,7,763.67
3551.4,45.1,16.58,20.12,6.34,65.6,435.8,85.8,3,28.21
4307.0,65.3,4.97,47.61,1.38,37.0,506.5,59.4,8,5.91
681.1,28.8,1.2,48.29,1.38,26.3,269.4,52.7,6,12.49
2523.3,92.1,28.16,59.83,8.75,30.0,476.3,32.4,9,147.13
4516.2,42.2,37.68,27.24,14.81,87.2,226.5,108.0,10,521.68
3873.3,39.3,36.48,49.58,14.72,51.8,278.1,58.7,10,473.98
4963.1,51.5,13.29,57.92,5.72,69.5,290.3,76.8,2,19.96
2891.4,110.2,16.83,45.78,7.76,56.3,598.4,22.4,6,57.88
3470.0,99.6,10.11,58.53,2.41,85.1,246.6,21.9,1,5.1
1861.2,114.7,20.63,59.78,8.31,55.8,208.1,17.4,9,305.57
4763.9,85.2,25.47,52.06,9.4,18.4,566.6,50.4,8,78.07
2148.5,86.3,8.33,59.97,4.51,27.8,222.9,62.0,3,36.36
3823.3,68.0,28.65,45.03,9.57,11.2,545.7,36.9,7,93.73
2314.1,110.5,35.97,39.88,13.6,84.8,442.7,48.5,6,204.34
3028.2,71.1,4.09,56.71,1.01,69.7,409.6,10.7,6,5.31
3739.0,55.5,13.07,53.24,4.21,78.3,488.1,48.6,6,26.22
2790.2,84.0,13.28,24.4,3.94,74.4,476.7,23.1,10,52.62
4581.9,74.6,4.28,32.11,2.73,84.2,199.7,24.1,8,27.27
2386.9,32.4,14.68,30.43,3.33,98.8,599.8,10.5,5,21.79
3411.8,59.3,25.9,54.21,9.76,68.8,573.9,86.6,8,84.96
2040.6,51.3,5.49,29.33,2.44,32.7,553.5,112.4,2,3.2
2336.7,104.7,24.79,32.16,11.34,19.1,430.0,78.4,3,75.46
2480.2,57.9,35.82,40.75,13.42,63.1,385.3,20.6,2,81.57
1066.1,102.2,34.77,23.04,13.97,79.4,391.3,118.9,9,581.22
912.8,64.2,27.01,58.45,10.24,60.5,156.7,117.3,1,94.82
3503.7,95.4,10.74,39.64,3.76,37.3,374.8,61.5,9,45.72
3449.8,33.5,4.04,27.62,2.19,74.8,430.7,21.9,9,14.37
3483.1,112.5,13.3,30.83,4.25,50.3,446.4,89.3,10,51.21
588.9,68.1,34.68,51.92,14.47,35.8,299.5,115.8,8,928.49
1969.5,46.0,35.22,45.36,14.47,85.7,362.1,95.7,5,247.63
1390.1,44.1,23.73,38.59,6.35,61.9,436.3,78.7,9,139.77
4001.7,46.5,17.4,33.26,5.56,35.5,342.7,77.2,10,97.71
4372.8,56.7,23.5,56.03,8.14,39.6,583.0,117.6,9,65.03
1610.1,91.8,21.85,50.9,5.08,61.4,467.4,18.0,8,100.2
3505.3,115.0,37.0,48.72,14.72,48.1,150.6,26.5,8,544.33
1082.1,86.9,11.78,37.84,4.1,24.4,160.5,101.4,7,157.62
1738.2,74.7,14.15,59.25,6.17,64.9,460.6,26.0,9,102.06
1123.9,64.9,16.77,48.4,7.01,72.0,335.7,52.2,5,118.29
1775.8,102.8,2.19,36.94,2.75,10.0,527.8,41.0,6,9.04
3536.3,105.0,19.0,58.42,6.36,58.3,227.9,36.8,9,158.76
4596.5,49.3,28.09,55.83,12.99,61.9,156.2,12.8,3,137.04
1411.4,115.3,11.53,49.6,2.97,39.9,324.6,72.3,8,66.56
2939.4,59.5,22.98,50.68,9.18,40.5,481.2,54.1,2,30.74
3656.3,100.0,17.78,36.95,6.69,38.6,587.3,70.7,6,33.01
4788.2,116.7,9.66,40.29,3.39,50.1,547.6,43.5,1,3.0
3245.3,90.4,8.86,27.66,1.17,83.1,367.8,113.6,10,13.84
1648.0,36.2,16.73,43.82,4.83,52.2,515.8,75.0,9,68.66
3314.7,78.6,6.2,34.8,1.87,99.4,181.6,115.7,3,12.08
1942.2,31.9,13.73,33.9,6.27,43.9,407.5,48.5,2,25.68
4892.6,98.9,33.16,57.93,12.34,72.9,565.9,10.3,7,115.09
2298.5,48.1,24.55,26.59,11.08,59.4,328.4,95.9,10,314.75
3584.4,89.5,30.14,53.2,14.26,78.6,582.0,101.0,4,64.52
