Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Film_Thickness_nm
1026.0,109.6,15.08,33.81,1.4,51.1,125.0,15.3,43.12
4729.0,110.9,28.34,24.26,2.92,84.3,377.0,71.5,54.18
3325.0,51.4,15.91,39.67,3.42,38.2,247.0,92.6,58.98
2007.0,89.1,5.24,50.74,1.76,44.6,167.0,31.5,21.74
1127.0,47.2,1.07,28.87,10.19,91.9,486.0,50.5,72.52
4073.0,39.1,23.03,30.78,12.72,85.3,209.0,11.8,243.24
3290.0,38.5,42.01,29.71,6.23,69.9,212.0,102.3,181.73
2901.0,54.2,29.04,59.67,13.24,34.0,238.0,95.8,339.53
4523.0,63.0,49.96,27.9,3.99,20.5,393.0,17.0,100.85
4049.0,103.1,15.06,43.02,5.56,11.4,430.0,50.1,80.03
1183.0,32.0,14.74,57.01,3.11,19.6,109.0,115.1,90.75
1903.0,93.5,8.83,25.88,9.69,36.3,221.0,53.1,160.91
1618.0,73.1,9.04,58.83,6.88,59.7,315.0,67.9,132.44
3848.0,48.8,14.97,57.9,9.59,15.8,266.0,49.1,154.18
651.0,69.3,39.85,55.38,11.66,22.3,542.0,75.6,718.81
3065.0,50.0,45.38,28.58,8.64,26.3,494.0,117.6,250.9
3931.0,79.6,48.78,45.36,9.79,66.9,413.0,119.7,269.39
4445.0,63.4,12.38,50.44,14.09,65.4,269.0,95.2,185.69
2039.0,36.4,44.18,59.44,5.19,59.6,450.0,54.5,187.26
4196.0,31.7,17.08,27.22,6.03,32.5,522.0,64.4,89.69
998.0,74.7,6.53,50.64,11.05,43.4,397.0,49.2,207.13
4309.0,110.2,43.63,33.55,9.56,18.7,492.0,118.4,229.15
1074.0,54.4,32.17,27.03,3.5,30.4,475.0,87.9,152.04
2288.0,93.3,9.07,36.86,6.27,90.8,386.0,59.4,99.25
4088.0,85.9,22.06,51.75,7.55,98.2,256.0,11.3,142.74
1175.0,113.2,15.08,38.59,6.87,68.3,473.0,67.3,185.67
1532.0,102.1,37.1,41.5,3.5,92.5,203.0,118.2,139.49
3750.0,76.7,23.22,59.81,13.94,67.8,490.0,67.5,271.52
3740.0,85.7,49.47,35.96,11.67,13.0,502.0,30.1,343.64
3385.0,109.8,3.68,44.62,7.74,99.7,511.0,12.4,61.23
3623.0,60.0,18.4,34.61,10.52,18.9,336.0,49.0,181.31
2942.0,52.7,24.61,35.71,13.56,71.4,196.0,111.0,299.92
1633.0,21.1,25.65,47.83,2.91,32.8,150.0,119.6,87.63
2056.0,102.7,16.48,57.52,4.51,45.3,472.0,114.0,96.4
1317.0,100.1,36.73,41.69,8.6,68.1,543.0,90.2,347.93
4588.0,30.4,43.86,50.74,12.19,49.3,425.0,71.4,288.9
3125.0,77.7,47.0,23.57,1.51,32.5,172.0,75.0,40.49
2304.0,66.4,40.45,28.45,14.78,40.1,567.0,69.3,482.94
2579.0,31.9,42.68,40.09,7.37,40.7,595.0,87.8,216.0
4763.0,118.1,27.98,20.8,6.03,96.3,317.0,56.1,114.86
1190.0,41.5,41.47,30.11,5.1,81.9,397.0,83.6,231.46
3138.0,26.7,15.87,40.7,3.44,51.3,489.0,23.4,64.09
2776.0,79.5,20.53,20.6,12.08,28.0,468.0,39.2,258.06
3252.0,93.9,16.53,30.58,14.38,83.0,584.0,102.0,239.59
581.0,23.2,23.9,40.56,6.79,24.1,157.0,109.4,337.43
4425.0,85.9,14.99,42.93,14.33,28.9,390.0,69.3,215.34
4695.0,73.2,48.12,57.03,12.53,42.9,446.0,13.5,305.31
3043.0,30.3,16.33,45.81,7.73,89.2,545.0,112.0,137.53
3635.0,37.3,5.8,36.59,10.44,21.9,537.0,87.2,99.99
4651.0,76.8,26.81,57.21,7.09,21.0,589.0,55.5,130.95
3683.0,49.6,3.8,51.4,8.82,54.5,356.0,75.8,71.44
1186.0,113.8,6.42,28.0,1.81,34.9,515.0,57.3,32.28
3093.0,101.9,11.75,25.23,10.75,61.2,314.0,61.2,164.61
3230.0,118.4,23.75,47.03,1.74,50.6,311.0,107.5,37.15
2409.0,46.0,22.23,42.4,12.44,49.1,227.0,27.7,306.43
3814.0,117.0,40.18,51.59,12.55,20.1,509.0,21.4,320.85
4705.0,63.1,37.23,49.55,4.32,22.7,593.0,10.3,92.76
4665.0,54.8,21.89,45.01,5.53,83.9,228.0,44.5,95.86
2529.0,25.0,17.35,59.46,7.74,89.7,128.0,26.2,163.14
1010.0,25.3,16.51,41.34,9.35,31.1,508.0,34.2,286.55
4932.0,89.2,38.93,24.52,5.02,20.2,410.0,11.2,108.25
4275.0,65.8,3.55,53.13,9.29,14.8,580.0,35.0,65.71
1061.0,42.7,1.63,30.07,5.17,64.7,226.0,46.6,50.53
4644.0,81.4,39.98,51.09,1.78,74.4,136.0,13.5,43.79
4415.0,45.3,24.38,58.28,1.04,43.6,346.0,76.9,19.05
2835.0,77.8,7.41,47.87,2.42,71.2,143.0,72.6,31.62
3161.0,55.9,12.54,43.84,12.09,74.2,231.0,20.7,194.05
2296.0,102.4,46.69,38.42,14.46,94.2,163.0,75.5,509.11
746.0,102.1,43.12,34.58,6.98,15.8,212.0,119.9,415.06
2008.0,67.7,35.78,34.12,8.18,27.3,153.0,113.9,279.6
4113.0,55.1,24.63,45.45,3.06,16.2,577.0,10.3,58.44
521.0,56.3,26.5,50.05,8.71,88.1,239.0,97.5,496.92
2001.0,100.6,48.79,47.14,3.03,81.3,322.0,48.9,115.97
2292.0,52.8,48.32,27.94,9.56,61.7,549.0,17.0,355.66
2918.0,40.9,11.55,39.76,14.07,17.5,439.0,42.6,213.71
4639.0,28.5,40.74,51.67,3.74,34.6,409.0,45.4,83.16
2059.0,66.7,10.66,39.03,11.7,36.8,453.0,67.6,211.27
2061.0,68.2,11.46,41.46,1.33,60.5,514.0,82.7,23.97
3819.0,104.1,34.13,50.85,6.26,33.2,539.0,92.4,142.84
2535.0,42.1,20.85,46.45,2.55,16.6,421.0,37.0,56.57
1511.0,58.1,46.65,36.37,5.93,75.8,545.0,45.4,267.22
2536.0,100.8,5.36,55.82,3.43,36.9,368.0,43.9,40.15
1134.0,102.4,26.06,26.5,6.23,50.7,239.0,49.9,237.92
1294.0,58.5,46.01,59.82,6.85,21.5,540.0,120.0,316.89
2743.0,65.9,45.3,24.75,5.21,82.2,371.0,95.6,163.16
2385.0,50.3,8.67,20.6,10.19,60.9,553.0,117.2,150.51
4617.0,113.3,18.97,55.6,13.86,91.1,120.0,86.2,225.92
2131.0,31.9,31.34,29.8,6.61,54.6,299.0,54.7,189.25
3113.0,113.4,8.81,49.19,3.69,94.7,574.0,52.9,49.28
3345.0,88.4,48.43,52.44,4.79,90.3,225.0,63.7,148.49
559.0,73.2,45.82,54.36,12.96,61.9,571.0,55.9,914.05
3486.0,23.3,9.18,59.66,9.0,94.1,577.0,101.1,114.45
1301.0,67.6,6.94,31.76,7.37,39.1,541.0,61.2,128.16
4825.0,60.8,5.19,48.41,3.09,42.9,382.0,42.5,25.37
1169.0,36.1,45.56,24.62,7.3,14.1,423.0,95.2,344.95
2366.0,85.6,10.49,36.27,4.9,63.0,535.0,104.0,76.84
884.0,117.1,21.4,53.92,14.2,75.0,488.0,56.2,566.81
4986.0,76.2,22.99,34.71,13.38,79.6,415.0,83.5,211.94
2760.0,91.5,30.35,43.64,2.17,23.5,591.0,16.5,59.74
3179.0,26.8,4.52,40.15,8.23,50.0,443.0,68.2,78.01
802.0,61.8,12.11,45.84,4.15,25.9,588.0,14.9,118.47
3875.0,31.6,46.64,58.92,6.75,69.6,129.0,13.2,191.74
1445.0,81.3,45.51,22.23,13.28,24.2,169.0,77.4,579.73
4541.0,113.8,39.28,42.96,8.39,91.4,326.0,43.4,197.25
1423.0,86.2,1.95,54.52,5.68,30.8,292.0,91.7,51.22
1358.0,27.7,17.02,39.26,3.91,36.2,491.0,108.6,105.79
664.0,55.5,31.77,23.14,12.2,86.6,180.0,25.3,664.41
2624.0,75.1,14.48,42.42,9.74,51.3,588.0,89.7,170.31
3042.0,60.3,45.57,33.28,7.55,12.2,258.0,66.6,223.44
796.0,103.4,32.06,26.2,4.04,54.5,314.0,22.3,206.35
3990.0,101.5,4.52,53.96,5.68,17.6,237.0,81.7,45.91
2540.0,81.2,45.54,40.86,14.44,98.7,390.0,77.0,482.55
2860.0,57.3,47.93,57.33,8.28,62.9,129.0,66.7,282.55
2483.0,45.5,4.81,52.24,6.61,33.1,175.0,111.9,72.97
2303.0,30.6,27.09,47.72,8.3,60.7,473.0,67.3,221.77
3018.0,55.5,15.86,20.2,11.91,16.9,193.0,119.0,218.01
1199.0,61.3,20.25,37.11,5.76,82.0,218.0,66.0,183.41
1319.0,87.6,9.8,27.9,3.5,93.3,496.0,22.7,72.06
4378.0,85.8,29.33,56.43,9.19,88.7,147.0,61.8,190.39
4758.0,27.0,47.94,26.98,10.31,40.8,319.0,30.1,264.66
2180.0,59.5,25.65,31.44,10.98,39.3,112.0,75.7,310.59
1718.0,38.2,5.06,40.67,13.35,13.2,273.0,86.2,172.55
3398.0,35.7,31.38,30.53,6.2,68.6,449.0,61.5,148.99
2339.0,102.7,17.67,28.39,2.05,58.1,145.0,20.7,46.17
614.0,24.2,42.94,43.96,14.42,51.3,544.0,61.6,971.75
1203.0,61.9,22.3,23.56,7.09,91.7,555.0,19.0,235.09
3722.0,36.8,10.45,22.33,9.73,25.1,152.0,85.0,127.29
3465.0,107.9,10.36,34.89,10.33,10.9,595.0,96.9,139.23
622.0,75.7,38.67,48.83,8.65,16.6,249.0,115.9,549.74
1499.0,43.1,14.01,42.19,3.87,30.1,142.0,26.4,102.13
1540.0,70.2,38.59,36.92,11.57,13.0,103.0,68.6,476.87
3524.0,93.1,11.09,42.63,12.25,55.3,304.0,72.4,171.9
589.0,115.8,16.76,34.62,8.74,38.3,415.0,111.5,344.62
968.0,42.0,23.81,57.45,7.84,26.2,266.0,79.0,305.75
4100.0,108.6,47.22,22.2,2.6,77.5,518.0,26.0,64.22
1303.0,113.4,46.65,46.94,2.18,28.4,458.0,58.0,100.88
3437.0,111.6,11.14,55.65,5.75,71.9,275.0,82.0,84.94
1572.0,83.5,18.55,52.16,5.35,41.4,467.0,87.0,143.12
947.0,83.0,8.32,27.36,14.35,56.1,570.0,104.9,328.23
1594.0,60.3,25.99,31.84,11.97,94.0,147.0,29.9,390.04
3750.0,95.2,23.57,48.68,10.24,13.4,253.0,114.7,200.09
4351.0,73.1,45.14,23.37,8.25,55.0,332.0,16.5,207.62
4236.0,87.7,46.57,52.47,3.34,86.9,349.0,118.2,88.06
2287.0,62.8,19.79,48.76,14.7,62.9,371.0,104.4,339.13
3506.0,93.1,25.1,49.18,6.25,34.9,250.0,82.6,133.54
1422.0,102.4,44.92,24.01,2.5,45.8,434.0,90.8,104.14
1819.0,34.6,40.53,48.71,7.91,71.2,423.0,18.0,291.63
4534.0,103.3,1.18,47.19,13.24,90.2,389.0,14.6,57.18
559.0,74.0,16.68,53.24,13.42,13.7,157.0,21.2,620.7
885.0,104.5,21.67,21.66,1.15,16.4,338.0,19.6,42.4
1435.0,63.1,12.26,20.92,13.41,39.3,278.0,70.2,281.46
619.0,57.9,10.78,34.92,4.8,31.0,346.0,33.7,157.45
1316.0,111.5,2.85,25.95,1.55,33.8,561.0,104.6,17.49
3124.0,45.1,32.53,42.34,12.87,29.9,340.0,59.0,321.42
2396.0,104.4,13.86,56.69,13.09,27.6,107.0,86.5,263.57
4517.0,68.4,3.57,35.66,9.35,21.8,319.0,81.8,64.82
4178.0,71.4,12.32,53.8,9.04,94.1,510.0,45.2,120.97
2038.0,50.8,40.29,20.01,12.38,23.0,490.0,36.7,428.49
1667.0,77.3,42.72,26.74,12.01,28.4,357.0,47.7,463.57
2209.0,52.5,24.67,21.22,13.46,32.2,225.0,97.6,344.97
3156.0,23.9,21.39,33.13,8.74,94.0,333.0,74.5,180.4
1706.0,47.2,48.91,56.33,14.55,78.0,382.0,37.9,620.09
3309.0,20.6,10.83,23.88,14.95,81.1,600.0,100.0,212.88
2342.0,117.8,11.55,44.26,2.63,19.4,422.0,16.0,47.02
2984.0,116.6,15.3,38.06,12.89,85.3,447.0,86.9,228.96
2463.0,59.5,9.47,57.54,8.0,46.7,346.0,58.3,124.84
1825.0,92.8,19.59,24.9,6.43,33.7,277.0,90.4,167.03
4768.0,54.6,45.63,28.48,9.58,61.8,506.0,112.0,221.27
3936.0,87.1,31.15,21.18,1.78,84.0,347.0,92.5,38.67
1131.0,100.5,21.19,37.36,8.09,80.1,597.0,58.6,259.37
4408.0,114.7,46.79,31.11,13.19,90.1,329.0,26.6,347.48
2693.0,60.0,3.37,54.8,3.99,93.5,134.0,98.7,36.31
4525.0,98.3,11.3,44.2,6.97,31.4,441.0,60.7,90.92
4099.0,46.6,28.73,44.56,14.15,48.1,123.0,18.3,326.3
2413.0,119.0,31.16,41.28,7.0,11.3,225.0,89.1,203.25
601.0,22.6,2.94,23.67,6.02,89.1,277.0,42.1,103.99
1709.0,80.4,20.75,37.8,7.17,23.9,470.0,15.4,189.12
2937.0,86.0,32.81,59.98,8.27,87.5,347.0,109.3,224.5
3351.0,88.8,35.21,53.41,9.85,39.6,114.0,63.1,261.08
1660.0,32.0,32.27,55.74,12.21,43.1,408.0,40.9,434.11
1127.0,113.9,16.71,52.93,7.33,13.5,306.0,88.8,235.15
4257.0,38.1,5.58,24.12,12.44,39.4,561.0,107.4,103.8
4930.0,82.3,21.93,29.1,8.47,90.0,350.0,10.0,136.11
2866.0,42.3,7.31,20.12,5.74,12.3,454.0,85.7,68.8
1273.0,50.7,47.43,32.14,10.21,46.6,209.0,94.4,500.48
1725.0,74.6,24.28,24.34,11.05,12.8,480.0,33.1,322.58
583.0,61.7,16.55,38.91,8.81,43.4,460.0,63.9,353.24
4614.0,36.0,38.55,47.09,1.79,25.5,552.0,19.8,41.27
1030.0,37.1,25.4,54.98,3.38,32.7,117.0,92.1,130.82
3094.0,61.8,16.19,49.97,4.99,89.0,324.0,103.2,87.54
1733.0,95.7,40.79,57.54,4.96,49.2,440.0,21.9,190.65
2994.0,109.8,43.49,22.16,10.43,34.6,148.0,99.8,304.87
3431.0,28.4,33.98,20.49,1.26,63.0,305.0,94.9,31.14
4234.0,59.3,3.3,46.45,11.58,22.8,571.0,48.2,79.62
1429.0,30.0,28.75,31.57,4.71,33.3,318.0,85.9,172.71
549.0,21.7,38.4,30.14,5.34,59.2,593.0,10.0,338.77
1116.0,86.2,7.69,33.24,8.39,31.4,128.0,112.5,172.91
4550.0,80.2,12.2,30.79,4.02,71.1,459.0,70.5,52.3
4433.0,36.3,44.24,40.46,13.38,54.2,391.0,78.2,327.86
3188.0,43.4,1.99,37.61,2.2,79.5,350.0,83.1,14.08
3202.0,22.4,37.88,40.5,7.22,95.3,585.0,71.8,192.49
3493.0,103.5,24.21,46.91,12.89,20.4,165.0,104.2,251.37
1289.0,117.5,22.89,35.49,9.62,40.1,548.0,77.1,319.51
4615.0,33.5,1.35,30.05,5.09,38.8,446.0,109.9,21.49
2384.0,43.1,41.15,26.65,6.89,23.6,229.0,74.1,229.94
2224.0,106.8,18.63,33.98,10.89,82.9,551.0,28.8,228.17
2835.0,112.6,27.5,49.67,14.63,78.4,315.0,110.5,350.62
711.0,62.0,34.19,50.27,13.5,53.6,507.0,85.0,711.88
1248.0,25.1,35.43,46.68,5.79,58.4,294.0,86.9,237.32
3821.0,23.9,47.84,29.36,14.97,15.4,525.0,118.4,419.15
873.0,77.4,27.04,43.52,1.05,60.0,418.0,18.3,45.97
3214.0,59.3,20.59,42.83,1.39,81.2,171.0,57.1,28.08
1604.0,22.9,47.73,39.37,12.53,61.6,425.0,36.3,542.7
2252.0,78.3,32.46,42.0,3.79,33.9,196.0,79.3,116.37
1799.0,21.1,15.61,39.67,1.85,70.1,306.0,98.7,38.29
2101.0,98.7,7.2,42.62,4.32,42.5,185.0,116.3,61.93
3736.0,50.6,42.29,48.62,6.97,59.0,111.0,60.0,181.74
1837.0,24.0,18.75,24.39,11.23,53.9,206.0,96.5,282.24
3049.0,78.8,33.36,49.99,9.74,44.3,368.0,110.9,249.51
2642.0,59.8,24.07,25.44,4.33,74.7,341.0,85.2,100.5
3487.0,117.4,10.75,22.67,8.05,89.5,351.0,36.7,102.55
4716.0,74.4,30.48,59.04,13.97,10.5,224.0,76.9,283.42
3797.0,47.5,3.97,58.28,12.41,94.0,443.0,116.7,102.35
1467.0,90.9,21.25,22.42,5.52,56.0,452.0,118.6,164.93
640.0,47.1,27.78,37.73,14.75,73.1,279.0,80.7,778.53
1680.0,110.4,22.37,27.45,10.92,87.0,541.0,107.6,287.2
3178.0,57.5,37.68,39.41,1.87,52.0,422.0,32.0,52.37
731.0,75.0,41.57,53.21,1.49,85.1,457.0,37.1,90.62
2734.0,25.1,38.79,58.02,3.36,26.0,239.0,114.8,100.49
3186.0,62.6,2.9,45.37,11.19,24.3,100.0,24.9,81.65
2004.0,103.2,10.51,34.16,3.57,69.2,533.0,31.0,64.71
3969.0,100.6,27.29,44.13,8.16,88.3,511.0,56.3,162.69
980.0,42.4,46.81,32.48,2.31,90.3,162.0,74.9,127.34
838.0,42.6,41.91,56.39,13.89,67.9,287.0,76.4,785.99
3777.0,101.7,42.28,54.82,5.82,57.3,431.0,42.1,161.01
2730.0,113.0,15.86,42.33,13.71,39.8,426.0,111.3,253.75
3598.0,29.5,22.04,32.99,14.23,98.2,530.0,110.7,265.88
2457.0,65.0,24.06,31.74,1.09,38.8,170.0,53.1,28.23
1609.0,53.7,8.71,21.34,7.5,77.0,315.0,57.8,132.15
4186.0,107.1,2.52,52.63,1.35,57.9,149.0,87.3,8.61
4097.0,28.4,47.4,38.02,13.72,64.8,295.0,82.9,363.16
3626.0,41.1,12.79,33.01,8.26,45.4,108.0,52.1,120.27
1725.0,95.2,12.76,38.84,2.05,96.8,549.0,55.6,42.75
3156.0,25.1,5.09,52.75,2.54,61.5,364.0,48.3,26.17
2124.0,69.3,46.5,24.98,6.37,94.4,525.0,35.9,236.27
912.0,64.2,29.41,54.31,14.16,10.7,130.0,60.4,682.41
4628.0,53.4,33.68,55.9,10.7,61.5,214.0,85.5,229.67
1116.0,59.5,45.67,57.87,13.15,74.5,230.0,91.6,654.41
4776.0,73.0,17.94,35.9,6.13,77.1,293.0,95.7,91.69
2507.0,36.1,31.45,28.69,1.6,91.4,501.0,51.2,41.9
1333.0,77.2,2.9,34.95,14.64,10.4,293.0,94.1,167.11
2939.0,100.5,10.15,33.32,1.24,10.0,202.0,10.7,18.22
4428.0,96.0,41.73,27.05,14.27,52.5,132.0,62.5,354.02
3795.0,35.4,38.57,44.29,6.16,12.6,140.0,97.3,146.38
4130.0,34.9,18.18,39.06,1.14,97.7,480.0,79.3,18.01
3465.0,46.8,19.46,54.63,10.65,30.0,322.0,62.1,196.65
3615.0,56.1,27.14,21.28,14.73,52.5,463.0,80.9,316.34
4321.0,60.8,1.01,45.75,14.52,15.5,441.0,109.8,52.43
1624.0,88.0,12.82,50.52,3.25,57.0,168.0,72.3,74.05
2702.0,25.7,11.2,50.38,3.54,44.2,171.0,98.0,57.39
1495.0,23.5,13.27,55.44,8.92,14.0,478.0,117.9,212.31
4945.0,59.2,40.49,49.16,9.92,40.2,461.0,87.6,224.47
4748.0,89.7,14.7,57.11,11.35,45.2,289.0,73.1,160.26
677.0,39.3,10.38,33.31,3.53,99.1,139.0,14.1,109.32
3675.0,84.2,25.71,40.13,14.43,28.7,106.0,51.2,290.14
4664.0,46.0,43.42,20.56,9.94,59.0,244.0,72.2,236.99
1313.0,108.6,12.83,20.28,12.86,98.9,105.0,97.7,319.5
3056.0,109.6,4.85,29.61,8.56,81.3,215.0,58.2,80.86
4620.0,49.7,18.46,24.03,6.8,99.4,310.0,115.6,100.25
653.0,43.0,37.63,30.41,14.68,97.1,161.0,39.9,892.92
3638.0,61.1,27.98,27.08,9.15,54.1,152.0,91.9,201.14
1838.0,44.1,41.02,21.14,13.14,72.7,548.0,56.1,454.0
4660.0,87.2,48.02,56.37,14.35,19.9,393.0,63.5,358.34
4870.0,102.6,39.84,20.33,10.45,49.7,567.0,98.3,210.52
4749.0,87.3,30.59,49.44,8.69,82.8,273.0,42.6,183.6
2634.0,102.4,25.17,26.09,1.05,55.5,439.0,20.6,24.07
4379.0,59.7,2.96,56.49,1.56,73.2,202.0,67.2,10.53
4300.0,35.6,49.23,55.71,3.81,77.1,409.0,68.2,101.67
1936.0,93.8,19.79,46.16,3.6,32.8,165.0,97.7,95.43
4230.0,56.0,8.46,46.89,4.57,88.8,101.0,116.5,50.43
667.0,87.1,33.67,20.21,5.27,51.4,566.0,16.1,284.5
3183.0,47.1,14.93,59.39,6.04,28.9,377.0,75.1,98.5
1535.0,28.1,29.7,55.11,6.89,87.9,563.0,84.9,220.57
1043.0,119.3,29.75,55.8,2.38,47.6,267.0,118.4,102.76
846.0,35.6,22.84,46.37,1.59,77.5,264.0,113.7,61.61
3633.0,118.8,41.97,33.79,10.44,59.3,300.0,88.4,274.14
2029.0,117.7,13.98,55.75,8.52,44.4,453.0,67.4,181.08
3761.0,99.4,22.98,31.66,7.22,82.9,383.0,27.8,142.26
794.0,85.9,27.35,42.51,9.88,62.6,563.0,52.3,437.17
1919.0,77.8,33.52,23.99,12.59,45.2,113.0,74.4,394.99
2928.0,106.6,39.41,56.88,6.99,19.9,454.0,89.8,203.71
4058.0,48.9,20.35,25.63,9.98,90.6,265.0,79.9,180.4
1934.0,66.8,32.66,29.0,14.35,13.2,190.0,88.6,452.85
3317.0,81.9,8.38,42.33,12.75,87.7,355.0,57.2,155.39
4487.0,61.1,46.7,50.56,6.96,42.4,353.0,90.0,173.88
3271.0,62.7,19.77,44.77,10.03,67.5,169.0,25.8,202.51
1548.0,53.0,36.75,29.29,3.48,93.0,201.0,27.9,139.33
610.0,76.4,2.0,20.04,8.85,23.7,304.0,27.9,119.83
4415.0,105.1,11.05,50.29,14.74,61.0,304.0,108.0,175.31
596.0,40.2,24.87,59.41,8.26,78.8,259.0,18.4,464.01
4436.0,113.4,44.03,52.4,13.99,78.2,174.0,98.2,351.17
2880.0,88.9,26.84,38.41,6.7,57.3,102.0,35.7,166.29
4726.0,102.3,46.56,56.15,14.98,66.2,585.0,61.5,357.33
4095.0,75.6,24.71,36.39,9.11,78.2,572.0,110.8,171.27
4991.0,98.0,25.03,41.0,1.59,85.7,342.0,74.5,28.7
2078.0,21.6,6.87,39.09,9.21,78.6,598.0,33.1,129.62
3952.0,101.8,40.33,37.9,4.84,41.9,437.0,41.2,126.66
2309.0,24.0,13.1,51.01,1.45,99.7,134.0,111.2,27.49
2659.0,109.0,45.08,41.07,12.49,49.1,159.0,57.0,408.51
3324.0,119.2,45.63,32.67,4.86,12.2,558.0,74.6,137.57
4432.0,49.4,47.22,30.33,12.15,42.6,415.0,60.6,310.05
4928.0,41.0,26.49,21.51,5.04,21.5,522.0,51.6,88.99
3957.0,96.5,34.18,43.33,3.72,20.9,549.0,34.6,81.35
2380.0,45.3,39.15,29.2,14.64,35.3,324.0,85.5,463.35
2396.0,106.6,7.42,25.93,6.06,14.8,124.0,89.0,82.98
3819.0,30.3,30.45,46.15,9.42,72.0,194.0,40.2,210.19
1574.0,32.6,2.68,47.25,9.54,16.7,133.0,96.8,99.78
997.0,117.9,25.38,50.09,8.85,28.3,194.0,104.0,345.36
2096.0,87.4,8.59,40.14,13.81,18.4,305.0,111.3,210.25
1793.0,104.7,9.96,55.76,10.44,15.7,159.0,27.7,185.29
1833.0,52.4,18.89,57.45,6.65,34.1,183.0,43.4,182.78
1551.0,87.6,22.19,52.29,13.07,61.5,323.0,104.6,395.94
689.0,79.4,31.54,45.42,3.53,96.8,270.0,31.8,190.33
580.0,80.3,4.65,32.15,8.62,88.8,334.0,10.4,188.11
4945.0,88.3,25.68,59.32,14.31,88.8,315.0,105.8,236.38
2425.0,77.5,9.95,30.97,9.76,25.8,422.0,45.9,149.43
2229.0,62.9,29.12,28.11,12.44,33.8,569.0,55.6,347.85
3558.0,47.6,32.23,37.69,10.15,16.9,154.0,59.1,250.67
1482.0,96.9,28.28,22.27,12.75,80.1,150.0,103.3,442.46
4775.0,42.6,37.18,59.14,14.22,16.3,526.0,47.2,313.16
4039.0,89.2,17.44,43.54,4.82,60.1,353.0,108.2,81.0
902.0,43.3,38.49,42.28,3.38,32.3,483.0,77.9,168.36
2379.0,82.5,22.21,46.23,7.78,31.9,208.0,68.0,195.91
4456.0,94.7,24.73,39.88,10.83,99.2,514.0,45.8,194.67
4751.0,41.9,32.76,21.28,4.18,78.1,562.0,36.8,80.8
2603.0,26.0,1.9,44.49,1.06,85.3,418.0,78.6,6.82
3260.0,33.1,33.05,48.65,5.8,61.5,153.0,59.2,144.2
1252.0,80.6,31.31,36.67,14.56,88.4,548.0,110.2,562.04
4960.0,104.9,16.18,50.29,10.73,68.1,496.0,64.1,147.51
1543.0,24.5,5.2,29.08,6.62,95.2,475.0,66.3,90.01
4742.0,93.4,5.46,28.85,3.7,35.3,118.0,55.8,32.18
3423.0,54.1,46.24,26.46,5.99,63.6,499.0,96.8,167.76
3235.0,67.9,34.77,34.88,3.38,72.1,169.0,56.7,90.59
2807.0,112.9,7.23,53.88,2.49,45.4,211.0,39.6,32.8
1538.0,53.2,18.48,53.12,13.69,89.2,389.0,104.8,363.17
1294.0,66.5,30.03,35.31,14.97,98.2,232.0,75.7,568.73
1492.0,21.4,41.94,43.56,3.3,54.4,431.0,75.1,136.37
1339.0,28.2,3.14,48.83,1.76,45.2,404.0,77.2,20.55
4008.0,45.9,12.6,29.65,5.62,52.5,154.0,89.1,75.75
2076.0,22.8,44.6,26.73,7.46,86.7,428.0,44.4,260.86
760.0,83.1,1.45,58.88,3.87,68.1,562.0,13.7,44.63
4861.0,62.6,10.87,44.7,5.22,14.0,181.0,99.2,61.25
4477.0,74.8,47.99,59.26,3.81,58.8,399.0,24.2,103.54
4675.0,37.5,31.06,33.51,11.84,11.6,271.0,89.4,234.77
4977.0,49.6,13.82,48.12,10.98,80.1,330.0,19.1,149.88
1283.0,86.4,4.28,28.9,9.89,39.5,244.0,51.3,145.75
2283.0,116.5,2.38,30.45,6.42,52.5,277.0,16.9,53.24
3912.0,25.0,12.99,40.48,13.73,81.9,114.0,67.4,202.97
3632.0,109.0,44.19,32.78,14.57,14.2,591.0,81.8,399.6
1193.0,77.7,21.38,26.7,3.43,24.3,412.0,28.9,113.65
4171.0,76.4,36.3,30.52,4.12,45.8,350.0,50.9,99.45
1510.0,70.0,46.0,21.43,8.36,30.7,292.0,112.3,336.12
1507.0,26.9,20.99,48.18,2.28,40.4,370.0,58.7,67.71
2916.0,29.0,10.37,39.68,7.11,99.8,290.0,98.3,105.75
3168.0,80.1,26.34,23.77,9.15,84.3,280.0,112.0,196.96
3110.0,54.1,45.5,26.87,8.31,89.6,332.0,117.2,247.6
912.0,111.7,40.41,24.1,5.63,94.3,238.0,108.8,276.84
4449.0,60.7,4.23,44.5,8.59,40.7,190.0,44.9,65.91
1695.0,34.3,34.94,23.77,14.42,36.7,378.0,115.9,467.77
1083.0,91.5,29.02,50.17,3.88,31.1,521.0,99.4,162.18
4499.0,49.3,45.47,20.82,10.17,84.7,176.0,102.1,249.17
4800.0,72.5,7.0,29.98,1.61,71.2,116.0,11.7,16.6
4380.0,89.8,27.17,55.63,1.93,31.3,223.0,115.0,39.22
4143.0,110.0,44.09,48.74,8.73,43.9,590.0,95.6,220.51
3449.0,99.2,21.09,22.92,2.47,55.6,514.0,94.5,45.1
2979.0,87.6,24.62,52.85,1.31,57.5,398.0,19.0,29.1
