Spin_Speed_rpm,Spin_Time_s,Viscosity_cP,Surface_Tension_mN_m,Concentration_wt_pct,Volume_Deposited_uL,Annealing_Temp_C,Annealing_Time_min,Film_Thickness_nm
1671.6,28.5,3.73,22.05,1.24,40.3,580.5,110.3,3.0
1951.2,71.2,11.49,51.44,4.79,86.2,551.3,24.4,11.85
1591.2,65.1,35.47,39.89,11.88,92.8,294.4,73.2,127.1
2659.4,95.1,31.93,41.55,13.74,12.0,159.1,26.3,157.94
3574.7,66.5,14.54,38.76,7.14,18.8,421.8,112.1,19.42
1527.1,54.4,2.01,30.61,2.14,67.9,347.3,97.8,4.32
1988.3,46.2,28.96,31.05,12.18,53.6,487.3,35.7,54.56
4686.7,47.8,35.62,22.54,13.39,36.7,386.1,42.8,55.66
718.6,112.8,15.89,48.3,6.79,33.4,184.4,52.0,92.71
2573.5,36.5,16.57,30.87,4.41,30.2,260.1,54.6,27.78
3702.0,118.8,5.69,31.94,1.62,57.3,547.1,99.9,3.0
1177.0,52.7,26.66,59.74,9.28,11.6,167.0,72.1,138.63
713.2,28.8,31.32,35.43,13.74,76.5,481.5,57.1,99.47
1121.9,44.9,23.9,40.43,10.49,37.0,281.4,89.1,102.46
4634.7,25.8,14.79,35.46,5.44,48.4,353.7,60.4,16.57
541.7,99.0,26.45,31.61,10.0,57.4,389.0,24.1,114.52
1347.4,71.3,30.56,20.23,12.65,29.0,262.5,21.8,127.49
640.8,53.7,20.5,54.2,7.66,89.5,443.4,45.9,59.19
997.8,86.2,32.46,38.93,12.48,71.4,462.0,76.3,86.03
3290.7,83.1,12.66,48.8,6.49,88.3,188.3,24.8,35.54
1587.4,114.0,14.5,58.35,5.88,52.8,318.3,70.5,36.12
3061.5,116.1,21.52,20.11,9.16,48.9,485.0,39.7,29.66
3155.9,88.1,17.85,47.0,7.51,31.3,474.7,86.5,18.94
4322.5,101.8,36.98,24.75,14.68,59.0,395.1,13.1,63.66
521.3,99.2,19.41,38.32,8.23,63.4,500.0,61.6,53.35
4340.2,69.1,10.69,53.87,6.39,47.8,198.4,15.7,26.51
3286.0,90.4,16.31,22.86,6.53,23.1,203.2,46.4,43.24
1232.3,27.8,18.75,59.58,8.67,34.6,445.9,11.7,47.89
3978.2,95.8,17.22,43.23,5.97,11.3,462.0,61.6,16.32
4349.7,116.2,29.99,35.8,11.12,38.7,516.5,94.4,27.82
1644.2,28.5,10.03,20.78,6.33,62.3,231.5,21.0,36.69
4634.6,103.6,14.35,43.47,6.38,96.0,382.5,90.9,17.2
2545.1,113.3,25.23,39.8,9.64,26.0,447.4,74.3,36.61
3215.4,42.6,2.03,28.61,1.85,15.0,250.7,65.5,3.77
4930.9,72.5,27.75,39.62,10.17,36.7,382.6,75.9,32.42
2126.9,112.8,23.71,20.51,8.07,24.1,437.3,46.9,34.91
4159.2,116.0,18.4,59.98,7.34,72.6,246.5,88.1,40.47
1932.8,32.8,25.14,33.28,11.07,10.5,319.0,95.8,76.02
4096.5,54.9,21.78,39.21,11.62,98.3,247.4,95.6,69.87
3203.3,89.8,33.99,51.39,12.85,87.0,556.3,39.6,44.78
1473.6,42.2,22.38,48.51,6.25,54.2,256.6,81.9,58.42
2363.1,52.5,20.22,55.54,5.58,92.9,204.4,26.3,45.85
1929.4,22.3,26.72,57.65,11.0,66.5,165.8,64.5,147.85
851.5,35.4,19.76,27.57,9.15,99.4,170.2,10.3,122.33
634.3,76.2,27.16,35.62,9.85,35.0,236.2,31.3,156.83
2059.2,85.3,21.81,47.47,8.78,99.7,423.7,79.5,40.53
585.7,84.9,30.62,21.8,11.82,26.2,157.9,106.2,306.1
1244.7,97.8,11.33,48.68,3.66,41.8,279.0,15.4,22.96
3763.3,61.5,22.47,20.2,8.78,94.2,176.2,71.4,65.5
3686.4,47.3,12.48,56.56,3.21,43.3,331.6,80.0,11.88
3823.6,21.6,20.61,48.73,6.7,28.9,171.9,112.6,49.53
1927.2,40.7,24.11,42.62,10.3,15.4,423.4,82.1,52.41
4505.1,51.2,17.41,37.16,7.9,23.4,459.8,21.3,20.79
3172.2,37.8,9.03,59.52,6.31,42.0,479.1,26.1,14.4
1067.1,22.0,31.76,49.46,13.39,47.9,251.0,79.9,170.3
1146.7,35.7,25.91,52.29,11.82,58.8,540.8,33.7,55.38
3618.9,86.6,22.5,53.02,8.37,83.2,460.6,112.1,25.84
1278.2,83.0,33.88,20.87,14.3,11.2,175.5,111.3,221.29
2782.8,113.6,17.28,22.19,6.94,85.7,348.3,114.4,30.43
4963.0,99.8,32.11,27.93,12.03,62.0,495.5,42.2,37.27
518.0,76.8,10.9,46.21,3.35,78.1,289.9,88.9,29.9
574.6,33.8,13.15,44.96,5.0,78.1,321.7,82.9,46.73
4968.9,76.4,20.25,33.01,5.73,91.3,433.3,13.9,17.65
3130.9,26.2,9.92,58.92,2.48,18.4,175.0,39.2,13.28
1071.1,63.1,19.21,23.72,8.03,61.4,585.1,32.7,30.06
4537.9,59.0,9.38,51.07,3.69,91.8,228.5,50.8,13.49
4461.7,62.8,27.09,39.24,9.88,74.7,162.0,114.8,77.9
2912.9,48.0,11.03,36.75,3.66,18.7,152.4,103.0,24.63
3298.1,88.6,4.91,21.02,2.73,65.3,329.8,42.3,6.08
1729.3,104.1,38.19,49.11,14.57,82.0,547.9,68.3,61.0
727.3,96.9,29.27,50.86,10.22,34.7,518.9,31.1,72.97
3175.6,82.8,38.0,32.76,14.11,66.9,560.4,40.5,50.04
1826.4,73.8,24.7,40.68,7.86,85.6,390.2,17.2,46.28
3486.3,23.1,11.58,44.26,1.47,57.1,351.9,80.7,4.93
4263.1,92.3,27.98,34.71,9.04,27.5,323.6,82.3,47.54
581.7,74.5,23.3,44.62,8.82,59.5,170.9,102.2,174.96
3180.7,47.1,4.16,37.37,1.21,62.9,559.3,105.9,3.0
1540.8,52.8,26.54,55.12,13.06,46.3,373.3,27.6,86.48
4432.5,113.6,24.3,48.74,9.68,71.2,354.8,91.7,35.9
1641.5,82.4,29.84,24.42,11.43,49.0,381.8,24.8,79.13
3248.5,67.6,20.33,51.98,7.91,89.0,507.4,51.1,20.07
2990.9,82.1,18.55,33.5,9.66,81.2,251.0,66.7,59.62
2282.7,61.4,11.73,57.42,4.6,82.4,469.5,15.4,12.73
3549.3,67.0,37.59,44.13,14.63,57.3,469.8,27.2,60.68
3766.0,49.0,14.13,21.1,6.61,27.7,532.3,39.8,12.12
3051.2,64.0,10.02,49.37,3.27,75.2,153.9,24.0,18.82
3912.9,88.6,7.4,25.23,1.78,16.2,226.7,112.8,6.41
4925.4,24.0,28.14,55.09,9.91,56.6,362.0,41.7,38.73
2386.7,99.5,41.1,57.93,14.77,14.8,532.7,65.1,62.43
2815.6,48.3,32.01,47.81,13.54,57.6,584.3,119.6,34.82
556.1,88.3,27.46,41.31,10.83,71.7,417.7,72.3,106.27
4082.1,84.3,36.84,44.08,14.87,47.7,245.5,55.3,108.21
2841.0,85.3,29.52,37.15,11.12,47.5,233.1,112.3,95.87
2335.8,80.8,16.84,23.34,5.75,21.1,437.7,34.5,21.96
923.3,115.9,27.93,57.15,9.42,37.2,244.5,29.7,127.98
4503.5,70.8,1.0,33.17,2.12,50.0,398.9,68.9,3.0
2277.5,93.2,12.69,32.51,4.1,87.7,525.7,57.0,10.27
3571.6,90.5,19.21,27.65,6.85,90.8,325.4,97.7,28.67
1172.2,43.6,10.09,59.7,3.83,95.8,320.3,14.6,20.22
4827.0,48.3,28.21,57.7,14.35,19.0,166.3,77.9,112.03
1303.0,62.4,36.18,33.98,14.94,36.7,264.3,88.2,193.1
1397.9,47.8,14.11,30.4,6.19,51.7,464.2,116.9,21.71
4365.4,56.7,32.17,52.21,10.93,67.8,312.2,26.0,59.93
4606.6,59.1,18.56,36.9,6.71,73.3,221.2,37.1,34.72
1454.7,80.4,6.41,58.71,2.95,80.7,197.6,112.6,17.89
2614.1,42.0,8.99,56.05,5.72,54.6,192.8,79.4,33.22
3800.7,100.4,13.59,50.38,4.27,60.1,446.6,14.2,10.81
4452.6,63.8,16.95,23.6,5.59,96.5,425.7,18.5,17.56
2205.7,90.6,10.58,48.09,4.01,31.6,383.3,96.4,13.5
2826.6,28.1,9.73,59.49,2.57,82.3,375.1,72.4,7.69
3837.7,67.0,10.26,34.93,4.04,74.1,218.9,72.2,19.27
3790.1,22.8,36.67,55.26,13.68,22.6,375.3,106.8,68.43
4023.3,87.6,10.02,36.33,2.19,93.4,177.0,36.5,10.9
3064.7,54.4,9.84,58.85,5.55,87.0,566.6,27.6,8.96
970.8,114.9,17.13,46.14,8.4,80.2,176.1,77.5,108.38
4567.9,52.4,21.81,23.86,5.96,21.4,340.6,107.1,23.87
4395.1,76.4,23.76,39.16,8.25,22.6,150.3,39.2,65.91
4091.4,45.7,1.91,21.99,1.61,71.5,503.8,84.9,3.0
949.4,82.0,20.47,35.8,10.08,19.7,224.8,26.8,120.97
1419.8,66.7,23.07,56.62,8.89,20.2,566.2,28.9,37.43
3846.2,57.1,22.8,29.29,10.53,46.0,169.8,109.2,85.28
604.1,40.4,21.62,58.02,8.94,10.5,519.4,23.0,54.55
4906.5,31.2,18.26,24.0,7.13,74.9,445.5,12.7,20.75
2197.2,32.0,15.3,46.59,5.9,58.6,262.4,95.2,35.08
3736.9,119.9,14.97,58.63,4.17,17.0,241.1,49.9,20.94
4494.1,61.2,25.91,46.17,8.0,58.9,311.0,53.6,38.24
2275.8,20.2,3.7,55.96,1.36,14.9,522.8,98.0,3.0
1936.1,115.3,11.48,59.64,5.6,16.4,537.9,29.8,13.6
3239.3,22.0,27.29,45.67,10.49,53.7,228.9,81.5,72.24
3114.5,61.9,12.7,51.29,2.52,55.0,309.1,44.5,9.56
2341.1,91.7,5.12,21.28,1.88,40.5,256.9,21.5,6.5
3208.0,111.5,27.85,37.09,10.13,66.0,205.2,85.6,79.03
4709.2,91.3,14.6,31.53,6.57,44.9,440.9,45.1,14.57
2604.4,66.4,30.18,52.97,12.23,62.8,305.6,105.3,86.13
1385.3,117.4,31.0,47.1,14.12,41.5,251.4,111.1,155.07
2197.4,23.9,35.15,44.58,14.4,74.3,539.7,103.4,50.92
2273.5,118.7,17.65,57.26,6.96,62.1,486.7,45.5,22.4
1090.0,104.9,14.64,23.55,4.7,24.4,498.2,36.0,19.94
1232.9,112.9,29.23,58.15,9.52,71.8,167.6,108.2,143.73
3580.5,45.5,23.36,24.03,9.79,80.6,561.8,59.8,22.44
2027.6,34.2,18.34,33.88,9.71,15.9,408.6,87.9,42.46
4797.0,86.3,14.05,45.21,5.5,64.9,376.7,101.0,14.0
1596.2,71.6,7.25,33.66,1.89,81.1,154.8,40.5,13.14
945.2,72.3,11.67,47.3,3.94,20.3,553.9,23.1,14.11
3890.8,112.5,8.8,51.02,3.16,91.1,394.8,78.7,7.16
4464.7,82.0,12.75,53.14,2.73,47.3,521.3,74.9,4.73
1751.5,51.1,34.53,27.17,13.97,76.4,445.0,39.7,80.71
1409.4,60.0,4.43,27.28,1.19,90.9,508.5,74.3,3.0
1335.9,33.3,21.35,22.09,9.43,99.1,461.8,96.9,46.5
2849.1,39.2,29.57,39.63,14.26,62.6,564.4,48.5,43.83
2607.9,34.3,16.88,25.5,6.04,73.4,251.5,36.7,36.84
1667.5,101.0,22.01,32.74,8.38,32.7,240.9,89.8,81.17
703.3,90.5,23.53,53.62,10.74,36.1,470.6,96.4,72.96
2666.7,73.0,14.38,57.95,5.44,86.6,375.6,115.0,18.43
4817.0,57.4,19.25,52.88,7.69,45.8,419.6,26.2,21.27
3436.3,86.8,28.74,20.03,12.44,84.0,468.8,107.8,41.13
2729.8,101.3,25.92,42.72,11.43,14.6,396.3,94.2,52.08
998.1,108.1,31.55,26.67,12.32,29.6,504.5,87.2,72.8
1636.0,74.7,35.41,35.03,14.82,25.3,293.5,44.4,137.42
1826.5,102.0,14.45,37.12,6.18,57.4,536.5,12.4,22.6
3941.6,71.1,25.77,57.72,11.46,17.2,198.5,65.8,84.2
4445.2,67.5,23.32,45.35,9.44,40.9,435.3,41.4,29.1
4557.4,106.5,28.54,30.71,10.33,98.8,550.6,41.9,24.25
4930.6,58.6,28.74,45.71,11.36,81.5,263.7,112.0,61.09
4920.7,59.6,27.73,58.07,11.5,78.5,297.1,26.8,54.8
4788.5,50.5,33.75,22.37,13.4,22.2,287.4,112.8,76.94
823.2,71.9,19.64,52.64,5.89,42.8,403.9,65.4,41.74
1120.1,74.5,26.81,28.68,10.15,71.3,335.8,102.2,98.2
1870.1,86.0,14.11,26.12,4.92,11.9,198.6,41.2,37.64
2988.0,63.1,25.36,55.95,9.32,49.1,551.1,79.7,24.11
936.4,41.8,28.01,20.07,11.52,93.6,242.1,71.2,163.9
4306.1,106.7,30.32,49.64,12.07,17.4,390.3,111.7,48.06
3275.4,54.6,16.36,23.49,6.88,91.6,417.7,29.7,22.75
2940.6,112.3,16.03,44.72,8.12,27.5,168.3,32.5,53.66
1243.9,40.7,16.08,44.84,5.67,27.0,193.1,114.4,57.27
1639.6,76.0,10.78,54.51,3.37,27.6,587.3,20.8,8.72
1221.4,73.7,11.83,52.9,4.65,93.8,449.0,79.8,17.83
4333.7,102.9,36.78,47.41,13.77,64.3,165.1,16.7,110.39
3129.0,33.9,12.08,35.22,5.33,77.6,507.4,18.5,12.65
3808.1,111.0,30.37,26.66,14.65,43.0,378.8,75.7,66.0
1832.1,73.1,9.98,45.43,4.38,88.6,183.8,70.7,30.05
2170.6,78.6,22.96,39.88,11.12,62.4,456.3,73.0,43.07
2321.8,71.0,23.79,23.12,9.03,64.0,374.7,62.1,46.9
3920.1,23.6,24.48,58.22,10.76,77.7,242.2,91.7,64.22
3975.6,69.7,27.99,32.58,10.02,79.6,545.0,119.1,22.86
1430.7,46.4,29.95,20.09,10.89,71.4,281.1,40.3,110.11
4736.9,54.3,30.68,56.07,13.68,20.7,278.1,45.6,75.9
1042.9,84.9,20.02,43.08,8.89,88.0,272.7,45.5,84.39
4532.5,69.8,8.09,49.32,1.95,33.5,495.4,94.0,3.0
951.8,29.3,15.96,26.11,4.79,99.7,467.8,48.3,22.55
1690.4,27.3,21.07,36.18,10.92,44.7,556.4,84.4,33.35
4309.2,38.6,21.05,45.8,7.92,20.8,253.2,59.0,46.09
1307.7,39.1,15.37,30.04,8.68,38.4,503.9,76.9,31.91
2361.1,80.8,21.86,48.06,9.35,61.6,407.9,101.2,37.87
2524.4,37.8,19.9,29.34,6.36,45.2,288.9,66.5,39.39
1603.7,108.2,38.25,28.37,11.83,84.6,166.0,62.3,178.68
3696.1,41.0,26.88,20.46,11.13,71.4,518.5,39.4,32.07
4331.0,29.1,23.56,31.28,11.0,29.2,258.5,66.7,58.78
4435.6,107.6,25.79,29.87,11.01,58.5,434.3,38.9,39.65
2026.9,49.5,33.17,50.57,13.47,80.9,397.0,102.8,76.03
2888.8,62.5,21.46,42.79,9.34,90.2,152.0,52.8,86.02
1617.8,115.9,32.67,27.11,14.54,45.5,597.5,24.2,60.34
1601.6,114.4,6.86,42.73,2.67,93.2,516.4,36.4,6.22
1225.6,91.5,25.84,29.02,9.85,13.2,368.9,68.8,74.94
4730.1,26.9,26.88,37.02,11.04,70.9,456.2,110.8,33.73
4495.9,79.3,17.02,55.53,7.68,80.4,364.5,43.1,25.76
3998.1,118.9,11.57,48.77,5.03,48.3,485.1,39.1,9.7
2829.5,114.7,20.77,46.04,8.7,11.0,210.4,54.7,74.17
2707.7,30.6,13.05,31.26,6.11,71.8,350.9,116.5,23.89
2883.9,59.6,31.45,24.98,13.73,40.8,301.0,103.0,90.8
2914.6,51.6,17.72,50.12,6.0,23.7,356.8,26.5,25.49
2455.5,33.0,9.27,42.72,3.46,24.1,352.7,77.5,11.95
1092.9,89.5,17.6,44.91,9.07,79.2,214.4,97.1,103.99
1065.5,47.4,20.13,59.0,6.54,26.9,589.4,94.5,22.55
4785.1,54.5,8.64,33.93,2.34,53.6,157.0,63.8,10.95
2669.1,29.0,18.34,52.03,8.91,97.3,154.5,90.5,82.97
4789.4,69.8,20.52,42.36,8.53,78.3,318.0,74.2,32.74
1236.1,35.8,7.5,29.41,3.42,59.2,429.2,32.2,12.97
2994.9,63.2,25.57,22.12,9.37,57.5,230.8,16.2,71.46
1434.7,34.3,21.45,44.64,8.94,25.1,389.9,50.6,55.15
1639.3,115.4,28.99,31.9,11.83,50.2,475.2,16.8,64.71
635.2,34.5,15.37,47.82,6.06,23.0,192.3,53.5,87.1
1035.3,72.2,7.87,48.03,4.48,17.5,593.0,101.2,9.24
4625.8,39.7,39.15,38.22,14.32,19.8,301.5,102.9,84.79
1946.9,27.6,24.36,41.46,8.86,64.6,439.1,13.7,39.64
3236.6,40.2,2.93,45.06,1.38,27.4,199.8,17.6,3.69
2592.6,25.5,31.3,38.74,12.49,23.4,469.3,83.7,53.49
2302.0,33.9,13.56,55.09,3.75,88.0,528.2,65.0,8.17
2893.5,69.3,29.78,23.04,12.0,21.0,197.4,26.4,109.12
1342.6,85.2,31.68,59.19,10.87,73.5,206.6,98.6,150.53
4948.7,28.7,44.25,21.34,14.56,47.5,276.5,33.8,93.43
4182.4,64.1,35.01,28.32,14.52,62.1,155.4,18.6,128.28
3837.3,78.1,11.39,48.33,4.84,12.1,593.7,92.4,5.82
2609.4,43.4,26.01,23.4,11.73,10.0,419.3,76.9,51.05
1187.9,57.2,7.86,30.49,5.44,83.6,423.4,53.4,19.35
4643.0,27.2,28.3,26.16,9.81,52.8,581.5,86.2,19.47
2036.2,42.0,22.49,48.94,9.37,16.4,524.4,110.3,27.69
725.5,66.7,8.68,43.16,1.76,40.9,516.4,13.8,7.57
2040.8,119.0,7.7,22.58,1.07,55.6,302.8,79.0,4.48
4075.1,119.6,2.92,38.41,1.81,22.2,300.7,34.0,3.15
3302.2,118.0,5.63,28.34,2.79,59.2,281.3,62.2,7.86
3878.8,62.3,17.83,58.71,4.61,57.6,306.0,56.6,22.49
4071.4,28.1,33.29,24.32,13.7,64.3,316.3,52.9,72.42
1453.8,52.4,19.02,43.92,8.26,82.9,213.0,30.9,81.27
4657.0,43.8,26.82,39.27,12.16,47.2,310.2,98.3,58.9
2471.0,21.4,30.87,43.12,12.74,90.0,351.0,51.7,85.89
3375.6,29.5,32.49,58.26,11.29,52.7,289.2,107.6,76.61
510.4,65.3,18.96,33.65,6.48,51.1,224.4,49.0,105.99
4970.2,54.0,32.66,49.95,13.09,69.0,318.0,102.4,66.83
1764.0,38.0,32.96,37.9,11.39,65.6,366.4,69.9,76.78
779.3,91.6,32.42,46.43,11.4,11.0,474.3,52.4,82.96
2562.2,55.7,34.33,34.63,13.62,98.4,470.1,87.4,56.98
1080.6,105.2,31.91,29.08,9.38,94.8,241.2,96.5,135.09
1185.5,44.1,20.58,23.34,8.4,35.3,166.5,63.1,113.66
3345.3,73.8,36.26,24.07,13.46,60.3,286.7,56.8,93.78
2268.2,38.4,17.75,58.38,7.36,79.3,220.7,73.5,59.25
4648.3,69.5,33.14,51.54,12.36,92.8,328.1,74.4,55.67
1936.2,35.2,5.29,29.8,1.75,62.7,590.7,56.8,3.0
3767.8,36.2,5.73,41.17,1.02,11.7,231.5,93.3,3.0
2574.9,81.2,28.48,48.57,8.4,71.3,293.5,54.0,61.83
3469.8,46.4,9.53,34.1,2.03,18.4,476.3,59.8,3.88
3198.6,37.2,37.18,37.6,14.67,70.4,379.1,76.6,82.7
2627.5,113.0,2.15,48.74,1.08,62.9,169.8,118.6,3.15
4775.3,24.3,27.99,29.1,11.05,67.7,222.8,38.7,72.6
2042.2,76.5,9.11,41.05,4.41,27.0,570.9,35.5,8.75
1297.6,74.8,38.12,28.4,14.55,54.4,196.4,29.5,220.87
3551.4,45.1,19.17,20.12,6.34,65.6,435.8,85.8,19.42
4307.0,65.3,4.64,47.61,1.38,37.0,506.5,59.4,3.0
681.1,28.8,10.16,48.29,1.38,26.3,269.4,52.7,13.01
2523.3,92.1,26.69,59.83,8.75,30.0,476.3,32.4,31.97
4516.2,42.2,36.52,27.24,14.81,87.2,226.5,108.0,111.98
3873.3,39.3,37.55,49.58,14.72,51.8,278.1,58.7,101.87
4963.1,51.5,13.39,57.92,5.72,69.5,290.3,76.8,20.05
2891.4,110.2,19.03,45.78,7.76,56.3,598.4,22.4,18.89
3470.0,99.6,4.3,58.53,2.41,85.1,246.6,21.9,6.04
1861.2,114.7,19.68,59.78,8.31,55.8,208.1,17.4,74.02
4763.9,85.2,23.3,52.06,9.4,18.4,566.6,50.4,18.66
2148.5,86.3,7.4,59.97,4.51,27.8,222.9,62.0,24.94
3823.3,68.0,25.74,45.03,9.57,11.2,545.7,36.9,25.56
2314.1,110.5,36.34,39.88,13.6,84.8,442.7,48.5,69.3
3028.2,71.1,4.31,56.71,1.01,69.7,409.6,10.7,3.0
3739.0,55.5,3.58,53.24,4.21,78.3,488.1,48.6,4.71
2790.2,84.0,10.3,24.4,3.94,74.4,476.7,23.1,10.18
4581.9,74.6,4.11,32.11,2.73,84.2,199.7,24.1,6.52
2386.9,32.4,7.82,30.43,3.33,98.8,599.8,10.5,5.93
3411.8,59.3,28.81,54.21,9.76,68.8,573.9,86.6,23.71
2040.6,51.3,1.0,29.33,2.44,32.7,553.5,112.4,3.0
2336.7,104.7,25.63,32.16,11.34,19.1,430.0,78.4,50.66
2480.2,57.9,35.35,40.75,13.42,63.1,385.3,20.6,83.16
1066.1,102.2,32.03,23.04,13.97,79.4,391.3,118.9,118.47
912.8,64.2,23.22,58.45,10.24,60.5,156.7,117.3,162.85
3503.7,95.4,16.75,39.64,3.76,37.3,374.8,61.5,13.39
3449.8,33.5,8.18,27.62,2.19,74.8,430.7,21.9,5.09
3483.1,112.5,14.57,30.83,4.25,50.3,446.4,89.3,10.99
588.9,68.1,36.76,51.92,14.47,35.8,299.5,115.8,221.34
1969.5,46.0,35.77,45.36,14.47,85.7,362.1,95.7,101.21
1390.1,44.1,20.39,38.59,6.35,61.9,436.3,78.7,32.53
4001.7,46.5,20.51,33.26,5.56,35.5,342.7,77.2,24.45
4372.8,56.7,15.67,56.03,8.14,39.6,583.0,117.6,10.83
1610.1,91.8,13.59,50.9,5.08,61.4,467.4,18.0,19.75
3505.3,115.0,35.72,48.72,14.72,48.1,150.6,26.5,140.25
1082.1,86.9,10.14,37.84,4.1,24.4,160.5,101.4,43.05
1738.2,74.7,19.13,59.25,6.17,64.9,460.6,26.0,27.35
1123.9,64.9,18.9,48.4,7.01,72.0,335.7,52.2,51.73
1775.8,102.8,14.1,36.94,2.75,10.0,527.8,41.0,8.29
3536.3,105.0,19.93,58.42,6.36,58.3,227.9,36.8,40.39
4596.5,49.3,35.98,55.83,12.99,61.9,156.2,12.8,103.73
1411.4,115.3,5.22,49.6,2.97,39.9,324.6,72.3,10.08
2939.4,59.5,20.69,50.68,9.18,40.5,481.2,54.1,30.03
3656.3,100.0,15.22,36.95,6.69,38.6,587.3,70.7,11.44
4788.2,116.7,13.76,40.29,3.39,50.1,547.6,43.5,5.74
3245.3,90.4,1.8,27.66,1.17,83.1,367.8,113.6,3.0
1648.0,36.2,10.29,43.82,4.83,52.2,515.8,75.0,12.72
3314.7,78.6,2.93,34.8,1.87,99.4,181.6,115.7,6.03
1942.2,31.9,24.69,33.9,6.27,43.9,407.5,48.5,32.32
4892.6,98.9,29.96,57.93,12.34,72.9,565.9,10.3,35.12
2298.5,48.1,29.06,26.59,11.08,59.4,328.4,95.9,69.84
3584.4,89.5,31.38,53.2,14.26,78.6,582.0,101.0,32.09
604.5,111.0,20.93,31.26,6.98,90.0,249.3,16.5,87.88
2300.3,38.1,21.77,21.15,10.91,56.1,197.5,78.8,98.68
4438.0,59.3,22.79,21.62,10.31,54.5,386.1,82.7,35.36
3246.0,84.7,9.09,37.17,4.04,94.8,558.3,26.0,7.08
2497.7,62.0,14.73,38.18,5.25,94.0,290.1,70.8,25.9
4711.7,37.5,18.98,32.81,8.42,99.7,510.1,36.8,18.48
4342.9,22.9,34.52,46.75,12.15,24.1,226.1,11.8,77.17
1950.0,60.7,20.68,39.41,7.47,10.3,485.5,105.4,26.8
2950.5,84.9,9.56,22.96,4.19,49.4,400.7,64.1,10.2
2704.2,77.4,39.28,33.92,14.91,76.0,228.8,96.0,151.14
3344.9,35.6,6.84,24.08,2.62,16.6,473.1,89.5,4.23
2003.5,65.1,33.31,22.52,14.38,43.6,471.2,119.3,67.67
1598.9,56.9,33.04,28.33,12.33,62.3,381.9,58.2,80.63
4607.0,47.4,23.95,48.02,12.74,29.1,251.5,57.0,72.09
4657.4,92.9,32.1,47.84,12.13,75.8,209.5,41.0,84.78
4295.0,51.0,8.86,54.46,3.91,30.7,580.8,78.8,4.61
4901.9,74.0,22.53,50.26,9.86,85.7,445.1,63.5,24.45
3852.5,112.3,34.54,41.42,11.59,41.3,514.2,90.2,32.49
3941.0,73.9,26.72,32.5,11.44,63.9,463.6,49.2,35.74
3931.7,81.7,15.91,20.23,4.8,59.0,523.3,24.4,11.6
2662.7,27.3,10.97,45.89,3.54,36.7,223.1,104.9,19.86
2554.0,37.8,16.01,31.59,5.59,49.5,373.6,101.1,22.61
1581.0,30.1,19.0,30.0,7.72,86.1,450.2,48.6,32.55
3401.7,96.5,21.87,58.99,9.03,59.4,196.5,85.9,63.63
1801.9,103.6,35.83,26.97,12.72,15.0,217.5,64.2,155.54
1660.1,38.6,31.85,21.3,11.77,74.2,435.3,93.7,69.36
3136.8,41.9,24.57,57.98,10.47,26.4,540.9,52.9,28.54
2344.9,52.3,9.65,32.24,4.69,53.7,447.2,68.9,13.04
1484.9,79.1,17.97,35.74,7.7,52.2,166.3,16.4,73.86
4172.3,82.2,18.05,23.24,5.7,53.8,586.7,29.2,11.29
4372.6,88.7,15.4,36.16,4.29,12.8,212.8,96.0,20.55
1254.6,110.5,6.29,58.89,1.14,34.5,254.7,52.0,6.13
533.8,49.5,10.38,47.76,5.75,14.6,588.7,13.9,28.99
2012.6,85.9,14.81,38.95,4.59,47.3,497.0,28.4,13.86
4088.8,76.0,26.63,32.3,9.01,65.9,571.5,55.3,20.97
4276.3,50.6,6.83,34.64,1.87,68.9,513.0,89.0,3.0
1122.5,110.7,18.95,44.45,4.79,15.8,443.3,50.0,24.7
3984.5,29.5,1.78,30.18,1.63,20.7,278.0,92.0,3.0
1020.7,91.2,27.01,26.08,9.98,69.5,297.1,104.4,115.63
2255.3,92.8,19.54,47.85,8.95,57.8,576.3,47.5,23.6
4993.7,111.5,18.34,54.78,5.72,85.0,537.3,98.0,10.48
1366.7,71.9,10.88,56.06,3.06,28.5,311.8,24.0,15.22
1192.8,52.2,40.55,53.66,14.41,20.8,318.0,55.7,166.96
2402.6,102.8,24.62,41.22,9.18,42.6,284.0,20.7,62.66
3288.5,97.1,24.96,51.55,10.51,67.3,296.8,15.8,53.79
4698.1,70.0,19.94,57.05,8.44,53.7,537.3,17.1,18.85
4913.7,96.8,29.52,20.93,12.29,18.9,154.7,21.5,94.0
813.4,46.8,31.63,36.48,13.55,16.4,346.2,101.9,146.63
1121.0,79.0,20.66,28.17,6.36,71.0,574.3,69.8,24.19
4058.3,106.5,30.35,59.87,10.66,36.7,394.2,114.2,44.19
1717.8,51.8,7.21,57.18,4.22,70.3,352.7,69.2,14.94
4481.8,68.4,25.4,52.09,10.13,36.5,290.6,79.2,50.84
3485.5,115.1,17.34,31.84,6.59,38.3,183.3,30.3,42.74
1003.3,99.8,2.17,58.08,1.09,28.9,251.0,69.5,4.06
4246.4,108.7,36.38,21.17,14.38,98.5,190.7,52.4,126.34
1293.6,58.5,36.65,27.52,13.16,11.4,207.0,112.5,195.76
2405.7,119.7,16.34,44.67,5.07,21.5,223.6,112.7,37.84
2984.8,35.3,40.47,51.72,14.97,85.3,285.9,31.8,119.6
